,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185
217,0.66131,0.20541,-0.51646,-0.35783,0.682,0.29061,0.52687,0.075722,-0.040972,-0.2512,0.52464,0.10774,0.51001,0.1408,-0.18206,-0.56257,0.49642,0.21952,0.28265,0.079984,0.068567,-0.31756,0.28724,0.11945,0.38009,0.13917,0.24169,-0.90893,0.36789,0.22477,0.38632,0.12589,0.21289,-0.72046,0.37472,0.18502,0.47054,0.18934,-0.20275,-1.0798,0.49825,0.32308,0.31968,0.13035,0.81212,0.33728,0.30287,0.177,0.49523,0.19753,-0.14985,-1.2221,0.50465,0.33845,0.30378,0.094873,1.0618,1.8641,0.29308,0.11318,0.25538,0.071321,0.5108,0.20867,0.24776,0.10182,0.39948,0.15496,0.51318,-0.65382,0.37375,0.21783,0.31552,0.10072,0.4587,-0.15295,0.31173,0.14695,0.52539,0.19872,-0.20165,-0.98162,0.55348,0.31812,0.32685,0.13635,1.0114,0.54629,0.29796,0.16326,0.34879,0.11921,0.14665,-0.63897,0.34234,0.1746,0.26411,0.079494,1.0887,2.9191,0.25594,0.1009,0.21638,0.071961,1.1459,1.5598,0.20302,0.10425,0.22253,0.080642,1.4955,3.347,0.20591,0.10696,0.22345,0.11529,3.3292,13.954,0.19274,0.099754,0.24209,0.11964,2.3653,7.6593,0.21495,0.13287,0.3122,0.16915,1.0437,0.083374,0.26243,0.21893,0.27228,0.1099,0.77884,-0.16619,0.24866,0.15541,0.24358,0.12742,2.2308,4.9663,0.20886,0.11113,0.1666,0.034922,3.0499,16.266,0.1568,0.039028,0.20643,0.078309,1.8876,4.6231,0.17874,0.077817,0.19631,0.094832,2.5774,5.9873,0.16202,0.047887,0.16413,0.048555,4.8382,30.022,0.14814,0.028958,0.35409,0.12537,-0.14681,-0.99964,0.36789,0.197,0.42822,0.13708,-0.72403,-0.33471,0.4623,0.16828,0.16368,0.037595,4.1978,27.341,0.15262,0.031989
218,0.41928,0.2015,1.1784,0.79794,0.38356,0.18493,0.45142,0.098408,0.67969,-0.31175,0.41999,0.1264,0.5194,0.1708,-0.81442,-0.71259,0.60076,0.26246,0.24035,0.13879,1.2971,0.51522,0.16008,0.18428,0.31811,0.1841,0.78836,-0.75181,0.22782,0.32414,0.3481,0.16092,0.015083,-1.3405,0.37764,0.31949,0.27533,0.21455,1.3991,0.35334,0.14981,0.18132,0.23644,0.13903,1.3301,0.58381,0.15409,0.1912,0.323,0.17342,0.78957,-0.092322,0.30287,0.28478,0.38052,0.19005,0.007739,-1.5438,0.38638,0.39887,0.228,0.11683,1.3776,0.86994,0.1749,0.14019,0.29992,0.17232,0.97549,-0.079641,0.23118,0.29513,0.28705,0.15235,0.60649,-1.2062,0.21418,0.29392,0.25483,0.15038,1.4241,1.0332,0.19274,0.16357,0.26116,0.14952,1.2285,0.49405,0.19274,0.20206,0.23287,0.11805,1.3311,0.84618,0.18219,0.15182,0.24044,0.13073,1.2249,0.26494,0.17931,0.16751,0.21034,0.093633,1.5004,1.5962,0.16875,0.10748,0.23746,0.13546,1.4638,1.001,0.17175,0.14405,0.31295,0.23626,1.3978,0.48658,0.19949,0.23054,0.25885,0.17459,1.5186,1.1085,0.16826,0.1717,0.23013,0.12612,1.3645,0.58733,0.1654,0.13755,0.22126,0.10254,1.3738,1.1072,0.17762,0.12779,0.37261,0.20768,0.29381,-1.594,0.30385,0.43066,0.16728,0.04572,2.5373,7.6821,0.14532,0.033556,0.19786,0.10914,2.5495,5.6019,0.15262,0.05378,0.28865,0.16768,0.53253,-1.5331,0.17988,0.34605,0.17734,0.083053,2.8691,7.922,0.14028,0.024201,0.19684,0.09135,1.7282,1.8263,0.15015,0.064175,0.2494,0.12475,1.231,0.78991,0.19949,0.1743,0.18058,0.078824,2.3578,4.961,0.14028,0.034085
219,0.64263,0.1914,-0.76486,-0.056012,0.68102,0.21429,0.57209,0.086482,-1.4379,1.0642,0.60254,0.059542,0.4811,0.09246,-0.88156,1.5838,0.50191,0.11336,0.25004,0.057388,0.46335,1.5844,0.24866,0.061592,0.42146,0.11034,-1.0925,0.369,0.45764,0.12255,0.37462,0.094341,-0.15885,0.63728,0.38542,0.11269,0.56477,0.20127,-1.1501,-0.1919,0.65025,0.18999,0.33632,0.10051,0.20528,1.2588,0.35318,0.10786,0.28252,0.12522,2.4753,6.3761,0.25047,0.070995,0.27377,0.090336,1.8646,3.8921,0.25047,0.070347,0.2371,0.048485,0.84648,3.3404,0.23544,0.058394,0.43786,0.10885,-0.88207,0.23192,0.4725,0.12373,0.24618,0.066255,1.0869,1.6217,0.23544,0.070026,0.35905,0.12172,0.39625,-0.38225,0.3453,0.17084,0.3312,0.13066,1.0381,0.71795,0.29308,0.17319,0.23968,0.051405,0.97298,3.7496,0.2363,0.059745,0.23563,0.056466,1.4446,5.715,0.23202,0.060127,0.20424,0.053183,1.1382,2.8119,0.1988,0.07451,0.20694,0.064035,1.9605,6.9474,0.19811,0.081633,0.22371,0.12,3.4332,12.604,0.19742,0.079212,0.38266,0.1858,0.24421,-1.193,0.37375,0.33482,0.39217,0.1258,-0.7028,-0.4222,0.43514,0.15835,0.2052,0.060969,1.8431,6.0586,0.19607,0.074903,0.23245,0.10811,2.1738,4.3449,0.20445,0.080048,0.17528,0.039798,2.3935,10.92,0.16634,0.05352,0.20538,0.05734,2.3539,10.605,0.19811,0.06268,0.19516,0.093704,2.5662,5.6614,0.16312,0.051022,0.1713,0.059565,4.1206,21.326,0.15015,0.038463,0.40257,0.12244,-0.79963,-0.068629,0.44173,0.13551,0.34841,0.10207,0.34746,0.82236,0.34924,0.10685,0.18892,0.061722,2.1623,5.6131,0.16973,0.059309
220,0.48808,0.20466,0.42683,-0.97804,0.409,0.33855,0.50742,0.091224,0.17498,-1.3815,0.47435,0.16857,0.59381,0.11482,-1.2455,1.4171,0.6229,0.13125,0.26176,0.10612,0.35911,-1.0377,0.22617,0.21032,0.36597,0.14628,0.34688,-0.38935,0.38056,0.23706,0.40143,0.15019,0.098622,-0.45811,0.40278,0.17926,0.37894,0.24695,0.4245,-1.63,0.23287,0.52034,0.27488,0.12883,0.69455,-0.042605,0.22452,0.24351,0.33238,0.1559,1.0261,1.1608,0.33444,0.207,0.36753,0.15189,0.24069,-0.75732,0.36789,0.21276,0.23612,0.083885,0.44041,-0.62822,0.21967,0.16389,0.3626,0.14182,0.70615,0.96238,0.36005,0.20023,0.29817,0.13638,0.55699,-0.7819,0.2921,0.19661,0.36285,0.20777,0.61837,-1.1235,0.27951,0.38111,0.36583,0.18999,0.28837,-1.3894,0.3295,0.36829,0.23724,0.083443,0.43217,-0.40498,0.22699,0.16292,0.26977,0.1355,1.3308,1.5931,0.24866,0.19417,0.16999,0.043576,2.7906,17.093,0.14624,0.050515,0.1966,0.1093,2.5059,5.2887,0.14502,0.056464,0.24233,0.18965,2.1107,2.9289,0.16093,0.077804,0.372,0.27149,0.6644,-1.2736,0.20812,0.51525,0.21359,0.10271,1.4918,1.4684,0.1576,0.11751,0.171,0.05276,3.4547,17.702,0.1416,0.047976,0.29115,0.18618,0.87304,-1.0244,0.19079,0.38255,0.15753,0.027587,5.7187,71.242,0.14624,0.027978,0.19356,0.10649,3.2118,9.752,0.16008,0.049875,0.27727,0.16449,0.65837,-1.4254,0.17074,0.33312,0.19141,0.10142,2.2809,4.2795,0.14054,0.036792,0.24188,0.11039,0.8158,-0.57024,0.18826,0.19696,0.28689,0.13667,1.1034,0.74507,0.2615,0.1765,0.24128,0.13376,1.0052,-0.57726,0.16268,0.2237
221,0.6048,0.19493,-0.43034,-0.5376,0.63796,0.26614,0.56907,0.088401,-0.91073,-0.43799,0.60254,0.11895,0.52864,0.0991,-0.30053,0.56584,0.52736,0.12954,0.25084,0.063825,0.6863,3.1171,0.25047,0.067035,0.43994,0.13466,-0.28457,-0.5416,0.46879,0.20323,0.34389,0.11292,1.1123,1.2668,0.32555,0.11735,0.50174,0.19484,-0.85399,-0.87456,0.58921,0.33303,0.28592,0.096823,1.4413,6.1225,0.29015,0.10355,0.30823,0.11462,1.7035,3.443,0.27663,0.10616,0.28453,0.10438,1.7225,2.8954,0.25502,0.077842,0.217,0.060037,0.99424,3.3226,0.21573,0.085851,0.41649,0.1297,-0.27937,0.18575,0.44455,0.17013,0.23823,0.090745,1.4949,2.3502,0.21808,0.097782,0.37234,0.16678,0.44569,-0.71282,0.34431,0.25492,0.31496,0.15007,0.86666,-0.19792,0.26901,0.21172,0.24286,0.076393,1.5989,6.7054,0.23717,0.085447,0.22707,0.086607,2.1918,6.7555,0.21573,0.090495,0.18017,0.043232,2.3815,11.747,0.17279,0.062024,0.19097,0.081592,3.2699,11.739,0.16973,0.062737,0.21742,0.14227,3.1807,9.4162,0.17652,0.063812,0.39921,0.21313,0.49476,-0.9723,0.36005,0.36459,0.30011,0.12457,0.14443,-1.1569,0.30779,0.23723,0.18066,0.050125,3.0925,15.252,0.17023,0.058519,0.22766,0.13108,2.1728,3.423,0.18457,0.067054,0.173,0.036022,2.8537,17.022,0.16634,0.046534,0.18504,0.064306,4.3249,24.297,0.17227,0.050612,0.21112,0.11789,1.9842,2.3645,0.16448,0.046421,0.17904,0.08626,3.2408,10.124,0.14532,0.033556,0.33206,0.11112,-0.40953,-0.90471,0.35809,0.17815,0.32702,0.093907,1.064,3.8914,0.32061,0.088383,0.18911,0.081486,2.6516,7.3962,0.16093,0.047976
222,0.66498,0.17797,-0.81124,0.29891,0.69472,0.19961,0.55787,0.072579,-1.5851,1.7951,0.58031,0.049075,0.51497,0.086191,-0.51537,1.4891,0.51648,0.11281,0.24305,0.05388,0.7492,3.0686,0.23978,0.054835,0.35247,0.10074,0.030782,0.25514,0.36201,0.14331,0.35662,0.10223,0.049646,-0.64154,0.36887,0.17178,0.54194,0.1596,-1.5161,1.0881,0.59632,0.11945,0.32182,0.098118,0.32477,0.65466,0.32456,0.14082,0.26923,0.10832,2.5586,7.5095,0.24065,0.062997,0.26667,0.088709,2.2043,5.3098,0.2433,0.059834,0.22969,0.048277,0.97352,4.6416,0.22866,0.058065,0.41823,0.11783,-0.15375,-0.031275,0.43985,0.16746,0.25282,0.083087,1.7985,3.5931,0.23373,0.070026,0.39341,0.15554,0.3712,-0.89044,0.36005,0.25102,0.34153,0.15363,0.63715,-0.84678,0.28433,0.25982,0.24521,0.06088,1.6036,7.0619,0.2389,0.062045,0.23397,0.064443,2.1436,10.441,0.23118,0.064321,0.21251,0.056631,1.0864,3.3561,0.20961,0.080468,0.19118,0.063808,2.6135,11.265,0.1749,0.080192,0.20969,0.080838,4.2839,26.984,0.19949,0.076646,0.44522,0.2292,0.25166,-1.2557,0.41523,0.41749,0.33111,0.13495,-0.044687,-1.2311,0.35711,0.24994,0.21344,0.0663,2.219,9.2005,0.20664,0.076007,0.24514,0.11827,2.4139,5.718,0.21967,0.083873,0.16174,0.029972,3.9395,28.096,0.15372,0.032508,0.19205,0.05498,3.075,16.409,0.18278,0.056642,0.17971,0.082529,3.0434,8.1873,0.15298,0.031475,0.16378,0.054552,5.211,33.022,0.14413,0.027012,0.33786,0.090449,-0.44085,0.042349,0.34629,0.1049,0.32523,0.090414,0.9518,2.165,0.31567,0.086294,0.18524,0.06977,2.2129,4.591,0.15841,0.046731
223,0.62632,0.18088,-0.85923,0.18218,0.66732,0.18787,0.57665,0.074842,-1.2946,0.7336,0.60165,0.051527,0.53274,0.10736,-0.87497,1.5745,0.5463,0.10099,0.2413,0.050247,0.43997,1.8888,0.23978,0.04873,0.4059,0.12248,-0.33439,-0.72443,0.42284,0.19748,0.33782,0.10116,0.30457,-0.15405,0.34136,0.15821,0.54286,0.18186,-1.277,0.071138,0.62114,0.13165,0.31303,0.091706,0.23994,1.2017,0.32456,0.12899,0.27928,0.1082,2.2557,5.7457,0.24686,0.074732,0.25916,0.083727,2.5201,7.4643,0.23978,0.051715,0.22032,0.049858,0.47501,1.018,0.22047,0.065592,0.43801,0.13251,-0.4497,-0.4403,0.46323,0.19813,0.23319,0.083511,2.1382,5.8799,0.21729,0.071654,0.42202,0.17386,0.14013,-1.1904,0.39509,0.30176,0.35482,0.16839,0.528,-1.1026,0.28918,0.29737,0.23649,0.065557,1.364,4.324,0.23033,0.069847,0.2353,0.078899,2.7788,12.313,0.22782,0.070342,0.21841,0.063062,0.91551,0.6563,0.20812,0.084871,0.22108,0.08356,1.8797,4.6966,0.20159,0.094453,0.22846,0.098157,3.349,15.889,0.20812,0.088549,0.44283,0.23571,0.20266,-1.4827,0.39219,0.46477,0.34106,0.12817,-0.17238,-1.1991,0.36299,0.23089,0.22593,0.077469,1.7285,4.4961,0.20961,0.088395,0.24105,0.10298,2.1505,5.1947,0.21573,0.093033,0.16508,0.027548,2.3056,11.941,0.15924,0.039028,0.18537,0.053897,4.4454,29.938,0.17707,0.047539,0.17927,0.082639,3.49,11.426,0.15562,0.034619,0.16119,0.045706,5.0724,33.234,0.14215,0.026061,0.3395,0.097233,-0.657,-0.16886,0.36201,0.10088,0.33083,0.099202,0.66049,1.5148,0.32753,0.091341,0.22957,0.11559,1.2376,0.097994,0.17124,0.14715
224,0.67133,0.2429,-0.65441,-0.83835,0.74364,0.40313,0.53611,0.081798,-0.92386,-0.17323,0.56602,0.11193,0.50992,0.13966,-0.76851,0.084186,0.52917,0.15582,0.27458,0.079062,0.404,1.1555,0.27855,0.087315,0.40498,0.1192,-0.54395,0.15388,0.43608,0.13551,0.3671,0.10484,-0.25885,0.17571,0.38348,0.11479,0.54619,0.21867,-0.8944,-0.87283,0.64673,0.39271,0.33051,0.11216,0.25054,1.298,0.35514,0.14649,0.30533,0.12011,1.7891,4.7849,0.28724,0.095443,0.30459,0.098209,1.2162,2.1365,0.29015,0.087021,0.24488,0.067497,0.80904,2.4476,0.24508,0.082473,0.42633,0.13806,-0.42118,-0.00531,0.46508,0.17149,0.26926,0.088884,1.4037,2.5066,0.25228,0.092197,0.39532,0.16765,0.46751,-0.64496,0.36789,0.23176,0.32089,0.13471,0.94686,0.29758,0.28821,0.15079,0.25858,0.077079,1.2409,5.2883,0.25502,0.087604,0.25783,0.087648,1.6975,4.8843,0.24866,0.086922,0.21165,0.065874,1.3653,3.1822,0.20302,0.090854,0.22071,0.093574,2.3946,7.1967,0.20159,0.098019,0.22528,0.1181,3.6156,15.536,0.20159,0.093289,0.3671,0.2208,0.94674,-0.28321,0.2921,0.29957,0.35119,0.13921,-0.19828,-1.1582,0.38929,0.25732,0.2158,0.075094,1.8375,5.59,0.20373,0.094847,0.2504,0.12643,2.2357,4.8619,0.22047,0.096648,0.17846,0.042696,2.8164,12.92,0.17023,0.044927,0.20761,0.074368,3.2046,13.621,0.19274,0.057021,0.19763,0.089439,2.737,6.8116,0.17023,0.042826,0.16934,0.055391,4.2253,21.939,0.15226,0.035156,0.38451,0.1385,-0.69358,-0.95913,0.44173,0.25491,0.28223,0.094251,1.1612,2.3775,0.27471,0.10371,0.19972,0.083183,2.1972,4.4278,0.17074,0.051082
225,0.55234,0.21702,-0.1535,-1.1064,0.59002,0.36888,0.53007,0.097961,-0.65552,-0.84393,0.56871,0.16717,0.541,0.10796,-1.4443,2.0485,0.57139,0.10684,0.30001,0.089662,-0.3871,-0.042898,0.33741,0.1573,0.38344,0.12733,0.52539,2.3321,0.40182,0.11816,0.37302,0.10512,-0.17816,0.5314,0.37959,0.081593,0.50074,0.24883,-0.31102,-1.6057,0.59899,0.52369,0.33335,0.11348,-0.077049,-0.10406,0.36887,0.18387,0.34123,0.12401,0.88974,1.7121,0.34431,0.091374,0.33588,0.10011,0.31252,0.6625,0.34037,0.074814,0.25635,0.068252,-0.070081,0.34917,0.27376,0.10661,0.37767,0.13067,0.50955,1.5202,0.38929,0.14565,0.27644,0.080414,0.43403,0.71107,0.28336,0.083367,0.43279,0.19435,-0.099785,-1.438,0.43985,0.3796,0.40901,0.17622,-0.017832,-1.4004,0.40662,0.33077,0.26071,0.069731,0.24815,1.4758,0.27376,0.095458,0.27548,0.098695,1.1512,2.5676,0.28047,0.1038,0.21471,0.072913,1.1534,1.918,0.20302,0.11936,0.21411,0.099107,1.9775,3.9617,0.18161,0.10658,0.23275,0.13166,2.7088,7.7918,0.1988,0.11751,0.44691,0.28108,0.21043,-1.6355,0.40374,0.61948,0.27042,0.12738,0.76932,-0.30189,0.24153,0.22075,0.21479,0.080937,1.5216,3.0815,0.19607,0.11566,0.26645,0.14357,1.4136,0.91772,0.22127,0.138,0.15326,0.025859,5.5824,56.067,0.14028,0.018543,0.17762,0.066763,3.5134,14.51,0.15601,0.043688,0.18913,0.10111,2.149,3.049,0.1416,0.026535,0.17283,0.071698,3.1262,10.747,0.14028,0.027493,0.2159,0.066709,1.0942,2.0339,0.20961,0.099542,0.29527,0.099972,0.88177,1.5401,0.2921,0.11018,0.23337,0.11343,0.84809,-0.80419,0.16494,0.19812
226,0.65905,0.16884,-0.69779,0.18042,0.68982,0.20939,0.54471,0.066251,-1.1998,0.81976,0.56781,0.06729,0.61824,0.085599,-1.4687,4.4378,0.62732,0.071569,0.24618,0.054508,-0.52977,0.16783,0.26057,0.060315,0.37629,0.12408,0.34764,0.016776,0.36397,0.12324,0.32841,0.095476,0.68021,0.50353,0.30483,0.10486,0.50452,0.20487,-0.81738,-1.0305,0.61494,0.35835,0.34358,0.14792,1.2027,1.651,0.33346,0.10682,0.32237,0.1219,1.6529,2.6228,0.28433,0.088371,0.29944,0.10893,1.8878,3.3641,0.27567,0.047642,0.21456,0.051883,0.1966,0.017197,0.21888,0.084375,0.42821,0.1404,0.071633,-0.0426,0.42569,0.15126,0.23409,0.078252,1.7222,4.3017,0.22534,0.078463,0.45706,0.19151,-0.43718,-1.4332,0.55438,0.35849,0.47045,0.18396,-0.64635,-1.101,0.55348,0.33934,0.21543,0.053499,0.47953,1.3577,0.21808,0.081951,0.23308,0.062606,0.24723,1.2241,0.2433,0.09752,0.1751,0.040132,1.3255,2.5963,0.16224,0.059909,0.17234,0.044163,2.5907,13.558,0.15409,0.05378,0.23454,0.17664,2.5294,5.016,0.17279,0.077804,0.53759,0.26163,-0.42057,-1.537,0.67399,0.52235,0.28064,0.13827,1.0784,0.42064,0.24419,0.1887,0.17168,0.038617,2.0288,11.571,0.158,0.05378,0.2279,0.13656,2.0715,2.894,0.18045,0.083982,0.16899,0.027458,1.4529,7.2516,0.16494,0.04397,0.1838,0.042054,2.6305,17.099,0.17707,0.049321,0.2122,0.12023,2.1218,2.9217,0.16777,0.046562,0.18499,0.086849,2.5924,6.335,0.14028,0.044893,0.31681,0.10818,0.35975,0.0063741,0.32456,0.1244,0.34665,0.093875,-0.0038374,0.33719,0.35318,0.095161,0.3071,0.13272,-0.017501,-1.6133,0.33839,0.2645
227,0.60911,0.20042,-0.67423,-0.45949,0.66047,0.24755,0.57556,0.08324,-1.1724,0.30568,0.6052,0.071136,0.54374,0.11215,-1.0392,1.7279,0.55886,0.11235,0.30902,0.072481,-0.79493,0.64361,0.32654,0.058134,0.41111,0.10358,-0.56609,0.28517,0.43231,0.12168,0.39143,0.10763,-0.11208,0.54535,0.39798,0.12802,0.53837,0.21492,-0.88706,-0.86024,0.64144,0.35249,0.34964,0.1085,-0.12819,0.60107,0.36593,0.11227,0.34207,0.11033,1.8652,5.9826,0.33049,0.061108,0.32709,0.086868,0.71204,2.693,0.32555,0.055217,0.26396,0.064425,-0.16091,0.67444,0.27471,0.075341,0.40738,0.10979,-0.48181,0.79169,0.43042,0.12105,0.28304,0.085137,1.1994,2.5139,0.27471,0.076413,0.42738,0.174,0.10598,-1.0692,0.40662,0.2955,0.38514,0.16163,0.30016,-1.0434,0.34234,0.27215,0.27278,0.067298,0.29756,1.8767,0.27663,0.070738,0.2759,0.080034,1.0037,3.8701,0.28047,0.077399,0.18608,0.04649,1.7297,5.9915,0.17874,0.070542,0.19129,0.073673,3.2923,12.916,0.1749,0.067097,0.19227,0.1019,4.4682,21.789,0.16777,0.059212,0.43349,0.25248,0.34243,-1.3907,0.37764,0.50199,0.3,0.12994,0.21823,-1.2726,0.28627,0.25219,0.1838,0.054019,3.0114,14.061,0.17279,0.062737,0.21514,0.11664,2.7599,6.9326,0.18337,0.069742,0.18187,0.040858,2.3125,10.747,0.17598,0.051102,0.20625,0.068178,3.1353,14.457,0.19472,0.059939,0.19846,0.10109,2.713,6.2673,0.16681,0.042975,0.17302,0.068876,3.9894,17.817,0.1488,0.036243,0.35889,0.11287,-0.62445,-0.56916,0.38445,0.12817,0.32842,0.10322,0.98382,2.2318,0.31962,0.099887,0.23459,0.11393,1.175,-0.072154,0.17988,0.14571
228,0.61695,0.22973,-0.56944,-0.79128,0.67417,0.35616,0.55515,0.090406,-0.92305,-0.44837,0.59277,0.1312,0.53272,0.13312,-1.0449,0.84886,0.54899,0.13205,0.28541,0.079153,0.013657,0.75071,0.29601,0.091924,0.41061,0.12417,-0.46164,-0.37663,0.44267,0.1667,0.36708,0.097367,0.039,0.54073,0.37375,0.11206,0.49728,0.20149,-0.68688,-1.1104,0.58031,0.39199,0.32206,0.10528,0.21167,0.90736,0.34037,0.13216,0.32592,0.11965,1.5612,3.9699,0.31271,0.092932,0.31754,0.091712,0.99075,1.9451,0.30779,0.079284,0.2728,0.065022,0.6124,1.9487,0.27281,0.07858,0.44448,0.12394,-0.30209,-0.064611,0.47435,0.1627,0.30525,0.088583,1.1426,1.3794,0.29015,0.087846,0.40042,0.15254,0.38986,-0.79748,0.36887,0.24592,0.38624,0.1509,0.5065,-0.59099,0.35121,0.23162,0.31379,0.07795,0.63381,2.0979,0.31173,0.084168,0.28459,0.08077,1.1766,3.4679,0.28143,0.086159,0.21216,0.068957,1.2705,2.5706,0.20089,0.1029,0.21513,0.08571,2.0566,5.7885,0.19674,0.10928,0.21948,0.10732,3.3408,14.364,0.19607,0.10244,0.417,0.23172,0.31059,-1.2897,0.39701,0.42997,0.34029,0.1447,0.0007021,-1.2202,0.35907,0.27336,0.21607,0.076657,1.5825,3.7367,0.20159,0.10373,0.25433,0.13346,2.0487,3.7258,0.22047,0.10548,0.17454,0.039348,2.7683,15.009,0.16587,0.043866,0.1985,0.064273,3.0957,13.71,0.18578,0.058099,0.20612,0.097265,2.2596,4.0417,0.17227,0.050047,0.17374,0.055652,3.5318,15.723,0.1568,0.041326,0.37077,0.13655,-0.55755,-1.0025,0.42094,0.25843,0.36579,0.12581,0.2565,0.48286,0.37277,0.15067,0.19896,0.077106,1.8091,2.5087,0.16973,0.058821
229,0.50287,0.18687,0.20748,-0.5636,0.5,0.27593,0.50262,0.07892,-0.18284,-0.95749,0.5192,0.13461,0.55686,0.12407,-0.92565,0.43419,0.5812,0.1521,0.27482,0.08694,0.33494,1.1143,0.29015,0.1456,0.35973,0.13791,0.3649,-0.36266,0.36984,0.23391,0.37707,0.13465,0.14138,-0.65593,0.37277,0.20531,0.42544,0.23375,0.14634,-1.7435,0.34431,0.47676,0.31941,0.12977,0.46081,-0.1457,0.33444,0.21712,0.37965,0.15485,1.1164,0.86423,0.34826,0.12408,0.34151,0.1157,0.60453,0.092598,0.33049,0.11546,0.23864,0.070209,0.78622,3.1595,0.2389,0.10757,0.37318,0.15093,0.37301,-0.51581,0.37082,0.25126,0.28113,0.10725,0.8129,0.14873,0.26618,0.12819,0.40583,0.18937,0.36969,-1.0456,0.37375,0.32988,0.3559,0.17085,0.67221,-0.64014,0.3068,0.27021,0.25742,0.091661,1.4955,5.7906,0.25411,0.11532,0.25588,0.09176,1.4322,4.1711,0.25594,0.1156,0.16845,0.043935,3.4429,21.358,0.14947,0.044289,0.17131,0.07089,3.7774,15.468,0.14028,0.031989,0.22632,0.17339,2.4364,4.4468,0.1568,0.064175,0.31061,0.22012,1.0932,-0.16942,0.18278,0.30708,0.24557,0.12957,0.95555,-0.44247,0.17436,0.21977,0.17756,0.067451,2.996,10.185,0.14782,0.046731,0.24384,0.15722,1.5325,0.66337,0.17279,0.088377,0.15985,0.029051,4.6591,41.956,0.15084,0.030964,0.18982,0.073943,3.2251,12.307,0.16875,0.058042,0.22896,0.13305,1.3947,0.22152,0.16312,0.075443,0.17719,0.088003,3.482,12.278,0.14133,0.027978,0.29325,0.11969,0.12846,-1.2162,0.31666,0.22245,0.30458,0.11365,0.68916,0.98941,0.30091,0.15937,0.18884,0.081172,2.2378,4.7097,0.15523,0.046115
230,0.60454,0.20755,-0.63887,-0.40027,0.64677,0.24266,0.57882,0.078117,-1.1537,0.32999,0.60609,0.072902,0.55881,0.12407,-0.785,0.40939,0.58031,0.16036,0.3512,0.082107,-0.98789,1.0229,0.3718,0.061532,0.42971,0.10063,-0.81521,0.99882,0.45111,0.084466,0.42961,0.10203,-0.66431,0.64584,0.44642,0.10917,0.54435,0.18177,-1.1269,-0.21399,0.6176,0.1604,0.40567,0.1173,-0.88308,0.45762,0.44642,0.088887,0.37921,0.11192,0.98506,3.6698,0.37764,0.070911,0.36874,0.083568,-0.022381,2.1715,0.37375,0.058444,0.31123,0.070984,-0.33915,1.0226,0.32259,0.077559,0.44594,0.11556,-0.46444,0.92019,0.46972,0.11006,0.32375,0.081325,0.37989,1.6851,0.32555,0.078677,0.49641,0.18177,0.012927,-1.152,0.47157,0.32247,0.38835,0.13613,0.30247,-0.51738,0.36984,0.19002,0.32711,0.078559,0.28753,2.4187,0.33049,0.075785,0.32198,0.083154,0.31352,2.4072,0.33049,0.078687,0.20455,0.055118,1.6201,4.8763,0.19742,0.067152,0.20097,0.072056,2.6787,9.4483,0.18639,0.071588,0.20877,0.094661,4.0782,20.393,0.19015,0.065294,0.37693,0.24832,0.6805,-1.187,0.24419,0.46003,0.30961,0.11375,0.059001,-0.90562,0.31765,0.20001,0.20042,0.06321,2.4725,9.2727,0.18826,0.064886,0.22459,0.10266,2.792,8.2988,0.20089,0.070742,0.18566,0.044427,2.025,7.4791,0.17818,0.054365,0.23215,0.078844,2.3698,8.8881,0.22208,0.078377,0.19951,0.084288,2.8137,7.7877,0.17707,0.051104,0.18627,0.070808,3.0247,11.375,0.16448,0.059212,0.40853,0.13049,-0.91472,-0.30407,0.4483,0.11878,0.37712,0.11511,0.22285,0.40843,0.37375,0.12418,0.24788,0.12876,1.2045,-0.034922,0.18763,0.15001
